Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T014_009,SE_T014_010,SE_T014_011,SE_T014_012,SE_T014_013,SE_T014_014,SE_T014_015,SE_T014_016,SE_T014_017,SE_T056_001,SE_T056_002,SE_T056_003,SE_T056_004,SE_T056_005,SE_T056_006,SE_T056_007,SE_T056_008,SE_T056_009,SE_T056_010,SE_T056_011,SE_T056_012,SE_T056_013,SE_T056_014,SE_T056_015,SE_T056_016,SE_T056_017,SE_T057_001,SE_T058_001,SE_T058_002,SE_T058_003,SE_T058_004,SE_T058_005,SE_T058_006,SE_T058_007,SE_T058_008,SE_T058_009,SE_T058_010,SE_T080_001,SE_T080_002,SE_T080_003,SE_T102_001,SE_T102_002,SE_T102_003,SE_T102_004,SE_T102_005,SE_T102_006,SE_T102_007,SE_T102_008,SE_T102_009,SE_T103_001,SE_T103_002,SE_T103_003,SE_T103_004,SE_T103_005,SE_T103_006,SE_T104_001
"25017353700","14000US25017353700","Census Tract 3537, Middlesex County, Massachusetts","Census Tract 3537, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001648",,,,,"25","017",,,,"353700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5612,5049,3849,186,6,842,0,11,155,563,254,129,0,6,0,153,21,1539,253,89,42,37,18,64,37,127,72,128,114,96,90,60,185,127,51955,51955,61607,,,18843,,43611,8750,41118,62219,1539,70,1469,1141,73,7,26,42,75,294,460,164,1141,32,415,242,374,78,1558
"25017353800","14000US25017353800","Census Tract 3538, Middlesex County, Massachusetts","Census Tract 3538, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001649",,,,,"25","017",,,,"353800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4724,4335,3290,147,0,731,0,14,153,389,331,0,0,0,0,58,0,2583,165,195,99,0,91,188,13,45,50,249,258,309,320,181,142,278,69727,69727,77074,58056,,50329,,,63824,76036,74612,2583,0,2583,1857,15,69,0,30,77,365,517,784,1873,12,891,362,535,73,1860
"25017353900","14000US25017353900","Census Tract 3539, Middlesex County, Massachusetts","Census Tract 3539, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001650",,,,,"25","017",,,,"353900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6111,5492,3456,358,4,1382,7,7,278,619,485,17,0,0,0,84,33,1462,268,63,92,45,34,95,47,22,67,111,115,157,91,49,155,51,49915,49915,49804,8750,,54543,,,31125,4250,64922,1462,6,1456,1262,17,74,0,32,14,132,645,348,1287,77,324,288,512,86,1781
"25017354000","14000US25017354000","Census Tract 3540, Middlesex County, Massachusetts","Census Tract 3540, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001651",,,,,"25","017",,,,"354000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4053,3788,2660,179,21,878,0,0,50,265,179,23,0,0,0,39,24,1855,171,42,52,51,37,131,64,72,40,177,113,238,181,108,135,243,69858,69858,69432,,,62000,,,,58750,70813,1855,13,1842,1108,37,8,28,0,71,71,561,332,1137,14,566,199,284,74,1802
"25017354100","14000US25017354100","Census Tract 3541, Middlesex County, Massachusetts","Census Tract 3541, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001652",,,,,"25","017",,,,"354100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2656,2487,2026,63,0,318,0,0,80,169,103,0,0,0,0,42,24,1400,38,41,27,30,26,32,34,0,89,24,102,162,211,113,197,274,115000,115000,121482,66875,,78889,,,2499,67115,122000,1400,0,1400,717,0,0,0,0,31,40,440,206,734,56,341,170,131,36,1827
"25017354200","14000US25017354200","Census Tract 3542, Middlesex County, Massachusetts","Census Tract 3542, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001653",,,,,"25","017",,,,"354200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3272,3176,2960,60,0,110,0,0,46,96,11,0,0,0,0,59,26,1418,61,8,34,49,28,29,12,16,0,52,74,116,77,147,169,546,153125,153125,169355,,,17105,,,78214,142667,169355,1418,0,1418,333,0,19,0,0,11,33,144,126,340,41,129,59,104,7,1859
"25017354300","14000US25017354300","Census Tract 3543, Middlesex County, Massachusetts","Census Tract 3543, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001654",,,,,"25","017",,,,"354300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3626,3368,2096,358,3,569,0,0,342,258,62,4,0,0,0,192,0,1633,158,135,64,82,32,61,63,67,40,75,147,217,133,115,127,117,63940,63940,63832,43750,,73911,,2499,,2499,63859,1633,9,1624,901,100,46,70,15,102,117,280,171,943,62,404,124,298,55,1501
"25017354400","14000US25017354400","Census Tract 3544, Middlesex County, Massachusetts","Census Tract 3544, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001655",,,,,"25","017",,,,"354400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1734,1651,1445,60,22,56,0,9,59,83,28,6,0,0,0,42,7,737,27,8,0,34,14,19,0,16,33,28,88,70,69,76,58,197,111033,111033,110435,46563,,,,113333,,52813,110761,737,16,721,238,0,5,5,14,0,20,106,88,242,15,115,53,55,4,1854
"25017354500","14000US25017354500","Census Tract 3545, Middlesex County, Massachusetts","Census Tract 3545, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001656",,,,,"25","017",,,,"354500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2096,1964,1636,118,0,116,0,10,84,132,113,0,0,0,0,19,0,1197,92,70,30,29,6,20,55,0,38,49,180,105,125,96,95,207,83458,83458,92568,71786,,72426,,,28958,123510,84167,1197,0,1197,741,61,29,6,10,30,124,217,264,762,39,394,174,116,39,1755
"25017354600","14000US25017354600","Census Tract 3546, Middlesex County, Massachusetts","Census Tract 3546, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001657",,,,,"25","017",,,,"354600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5078,4960,3161,1243,2,431,0,19,104,118,85,33,0,0,0,0,0,2415,128,41,149,25,122,71,19,54,94,148,236,364,265,141,276,282,82655,82655,89131,54393,,76719,,,,61333,92143,2415,135,2280,1398,31,17,100,83,213,115,314,525,1414,34,733,330,283,34,1723
"25017354700","14000US25017354700","Census Tract 3547, Middlesex County, Massachusetts","Census Tract 3547, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001658",,,,,"25","017",,,,"354700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2562,2430,2025,223,7,157,0,0,18,132,58,0,0,0,0,31,43,1179,21,75,20,35,8,0,0,17,61,96,92,134,147,54,153,266,111094,111094,114514,58056,,213750,,,,46638,114514,1179,21,1158,561,9,11,24,35,53,157,66,206,561,40,280,143,90,8,1486
"25017354800","14000US25017354800","Census Tract 3548, Middlesex County, Massachusetts","Census Tract 3548, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001659",,,,,"25","017",,,,"354800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2058,1928,1667,52,0,158,0,0,51,130,81,25,0,10,0,14,0,946,10,28,29,26,4,22,10,31,39,50,71,119,139,89,115,164,106250,106250,106900,34844,,105865,,,,75481,107300,946,0,946,443,6,6,0,59,25,117,145,85,448,31,271,68,67,11,1529
"25017354900","14000US25017354900","Census Tract 3549, Middlesex County, Massachusetts","Census Tract 3549, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001660",,,,,"25","017",,,,"354900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5937,5447,2169,1753,22,1222,0,38,243,490,280,73,0,0,0,94,43,2613,197,115,203,193,198,166,200,54,38,227,119,315,176,117,87,208,43375,43375,88325,30139,,60547,,,22647,33844,87875,2613,114,2499,1954,114,277,152,298,521,164,262,166,1954,98,863,465,517,11,1065
"25017355000","14000US25017355000","Census Tract 3550, Middlesex County, Massachusetts","Census Tract 3550, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001661",,,,,"25","017",,,,"355000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2922,2563,1979,363,6,190,0,0,25,359,206,61,0,8,0,71,13,1386,113,97,28,52,38,77,36,31,0,61,137,184,152,67,155,158,76742,76742,97819,65673,,30750,,,,30994,98775,1386,10,1376,696,177,24,12,39,94,114,129,107,696,21,388,196,73,18,1254
"25017356100","14000US25017356100","Census Tract 3561, Middlesex County, Massachusetts","Census Tract 3561, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001662",,,,,"25","017",,,,"356100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3092,2947,2534,0,73,294,0,0,46,145,114,0,0,0,0,13,18,1318,51,26,19,34,0,28,25,19,10,48,132,144,172,184,241,185,116094,116094,118125,,,106250,,,,108359,121667,1318,0,1318,683,0,9,0,46,19,111,350,148,701,110,379,78,116,18,1724
"25017356300","14000US25017356300","Census Tract 3563, Middlesex County, Massachusetts","Census Tract 3563, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001663",,,,,"25","017",,,,"356300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5024,4419,3743,175,0,454,0,34,13,605,316,143,0,0,0,108,38,2254,90,89,119,102,108,113,42,108,51,67,304,351,166,146,101,297,70132,70132,71513,40000,,50000,,,,41392,72303,2254,52,2202,1186,20,73,26,172,234,311,319,31,1300,90,716,151,229,114,1305
"25017356400","14000US25017356400","Census Tract 3564, Middlesex County, Massachusetts","Census Tract 3564, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001664",,,,,"25","017",,,,"356400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7024,6892,6065,161,27,419,0,13,207,132,110,0,0,0,0,22,0,2829,126,92,29,126,28,47,82,37,42,56,160,336,421,362,354,531,113381,113381,114611,101318,,83571,,,,,114283,2829,71,2758,506,71,0,0,0,147,91,101,96,520,27,278,132,69,14,1346
"25017356500","14000US25017356500","Census Tract 3565, Middlesex County, Massachusetts","Census Tract 3565, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001665",,,,,"25","017",,,,"356500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7051,6934,6252,12,0,467,0,2,201,117,99,0,0,0,0,18,0,2829,65,96,97,120,84,46,75,55,43,91,194,478,208,409,238,530,98961,98961,97026,,,200938,,,,,96552,2829,15,2814,659,88,108,0,14,53,174,189,33,712,0,384,183,77,68,1346
"25017356601","14000US25017356601","Census Tract 3566.01, Middlesex County, Massachusetts","Census Tract 3566.01, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001666",,,,,"25","017",,,,"356601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4222,4031,3387,81,0,550,0,0,13,191,155,0,0,0,0,20,16,1927,56,69,37,81,28,46,63,50,8,129,182,317,228,154,187,292,84291,84291,90750,,,76421,,,,55469,94107,1927,37,1890,702,10,0,10,22,370,122,108,60,738,10,465,83,144,36,1209
"25017356602","14000US25017356602","Census Tract 3566.02, Middlesex County, Massachusetts","Census Tract 3566.02, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001667",,,,,"25","017",,,,"356602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4205,4020,3499,15,0,415,0,0,91,185,116,12,0,12,0,10,35,1732,58,30,8,64,51,68,42,29,38,58,145,185,228,186,148,394,110816,110816,110612,,,122500,,,,,110510,1732,9,1723,376,0,0,10,18,108,107,76,57,376,28,171,65,112,0,1371
"25017356701","14000US25017356701","Census Tract 3567.01, Middlesex County, Massachusetts","Census Tract 3567.01, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001668",,,,,"25","017",,,,"356701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6330,6212,5010,104,0,809,0,0,289,118,103,0,0,0,0,15,0,2885,156,116,52,59,96,70,47,255,100,145,245,424,268,230,294,328,79825,79825,78858,,,108869,,,85639,,79086,2885,47,2838,1915,27,0,26,26,273,464,647,452,1915,144,966,467,308,30,1609
"25017356702","14000US25017356702","Census Tract 3567.02, Middlesex County, Massachusetts","Census Tract 3567.02, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001669",,,,,"25","017",,,,"356702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6780,6592,5645,226,29,511,0,29,152,188,110,0,0,0,0,0,78,2952,57,166,118,70,77,126,83,70,0,227,230,521,267,146,382,412,89315,89315,90034,60313,,118929,,,91607,123162,89456,2952,47,2905,966,103,166,106,63,14,195,183,136,1007,44,574,215,133,41,1290
"25017357100","14000US25017357100","Census Tract 3571, Middlesex County, Massachusetts","Census Tract 3571, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001670",,,,,"25","017",,,,"357100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4446,4318,3454,167,0,632,0,0,65,128,128,0,0,0,0,0,0,1675,27,18,41,53,41,9,54,55,44,132,136,196,133,100,238,398,104306,104306,104815,95833,,117813,,,,,104769,1675,0,1675,476,0,10,0,0,28,100,261,77,484,7,197,167,105,8,1692
"25017357200","14000US25017357200","Census Tract 3572, Middlesex County, Massachusetts","Census Tract 3572, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001671",,,,,"25","017",,,,"357200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3269,3009,2614,16,11,296,0,9,63,260,146,0,0,0,0,106,8,1080,37,0,7,22,19,11,7,19,28,24,55,46,134,82,204,385,162786,162786,151406,,,183813,,,,248693,150234,1080,23,1057,265,0,8,0,0,0,32,152,73,275,22,177,21,45,10,1804
"25017357300","14000US25017357300","Census Tract 3573, Middlesex County, Massachusetts","Census Tract 3573, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001672",,,,,"25","017",,,,"357300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3081,2988,2482,70,0,363,0,7,66,93,93,0,0,0,0,0,0,1191,0,37,37,26,25,27,20,50,21,74,93,180,147,60,176,218,101719,101719,115250,,,41750,,,100781,29659,120051,1191,8,1183,568,0,8,0,0,15,101,347,97,576,17,301,147,103,8,1731
"25017357400","14000US25017357400","Census Tract 3574, Middlesex County, Massachusetts","Census Tract 3574, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001673",,,,,"25","017",,,,"357400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2248,2123,1917,18,0,126,0,0,62,125,125,0,0,0,0,0,0,875,33,6,5,15,29,7,17,11,9,42,48,143,87,102,102,219,118920,118920,125192,,,117813,,,,126563,118625,875,17,858,295,4,7,0,0,21,46,144,73,319,28,167,21,79,24,1741
"25017357500","14000US25017357500","Census Tract 3575, Middlesex County, Massachusetts","Census Tract 3575, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001674",,,,,"25","017",,,,"357500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2373,2304,1579,67,0,524,4,28,102,69,40,5,0,24,0,0,0,832,11,23,12,11,64,14,36,32,5,51,80,130,123,72,110,58,90238,90238,84250,76250,,92188,,,,,84111,832,15,817,400,0,0,0,5,11,71,185,128,408,9,216,67,108,8,1805
"25017357600","14000US25017357600","Census Tract 3576, Middlesex County, Massachusetts","Census Tract 3576, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001675",,,,,"25","017",,,,"357600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2418,2243,1817,50,0,288,0,0,88,175,139,0,0,8,0,15,13,952,40,12,45,55,60,29,0,54,9,39,180,74,135,25,106,89,69098,69098,68648,,,93125,,,,,69344,952,18,934,455,0,10,11,9,72,64,246,43,494,0,203,123,109,59,1625
"25017357700","14000US25017357700","Census Tract 3577, Middlesex County, Massachusetts","Census Tract 3577, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001676",,,,,"25","017",,,,"357700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3675,3346,2686,115,0,501,0,0,44,329,268,0,0,0,0,36,25,1455,103,61,109,57,34,17,0,75,54,74,105,235,57,123,180,171,78490,78490,78646,89205,,42159,,,,74844,79635,1455,35,1420,704,93,62,39,9,93,107,205,96,724,93,347,99,152,33,1381
"25017357800","14000US25017357800","Census Tract 3578, Middlesex County, Massachusetts","Census Tract 3578, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001677",,,,,"25","017",,,,"357800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3663,3544,3151,85,16,292,0,0,0,119,95,0,0,0,0,8,16,1232,75,15,33,8,18,0,45,40,8,16,42,108,131,85,119,489,141071,141071,154792,,,126513,,,,39688,157857,1232,30,1202,252,57,9,30,30,0,24,73,29,261,19,127,42,33,40,1075
"25017358100","14000US25017358100","Census Tract 3581, Middlesex County, Massachusetts","Census Tract 3581, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001678",,,,,"25","017",,,,"358100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5090,5000,3971,96,5,804,0,0,124,90,84,0,0,0,0,0,6,1821,30,27,28,9,28,43,29,46,27,84,52,168,143,199,305,603,147298,147298,142750,,,177171,,,,243500,142200,1821,9,1812,215,0,0,25,0,40,14,89,47,250,7,146,62,0,35,1660
"25017358300","14000US25017358300","Census Tract 3583, Middlesex County, Massachusetts","Census Tract 3583, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001679",,,,,"25","017",,,,"358300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5785,5709,4089,105,0,1237,0,83,195,76,76,0,0,0,0,0,0,2152,44,58,115,26,31,118,44,56,29,8,38,209,238,153,264,721,137692,137692,148889,,,111875,,,,,149167,2152,0,2152,665,0,28,18,0,33,132,136,318,665,53,284,102,211,15,1947
"25017358400","14000US25017358400","Census Tract 3584, Middlesex County, Massachusetts","Census Tract 3584, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001680",,,,,"25","017",,,,"358400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5068,4877,3741,53,16,979,0,7,81,191,113,0,0,0,0,4,74,1876,48,65,66,35,64,65,82,40,18,95,33,146,216,109,219,575,121336,121336,120139,,,136250,,,,158750,117260,1876,74,1802,426,38,91,0,0,49,0,82,166,426,36,134,54,173,29,1713
"25017358500","14000US25017358500","Census Tract 3585, Middlesex County, Massachusetts","Census Tract 3585, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001681",,,,,"25","017",,,,"358500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5255,5203,3587,50,0,1385,0,0,181,52,38,0,0,0,0,14,0,1743,117,62,9,28,18,44,31,33,11,68,75,97,234,107,224,585,132829,132829,117321,,,164531,,,,,115714,1743,43,1700,205,28,18,8,14,0,0,47,90,226,0,123,46,25,32,1867
"25017358600","14000US25017358600","Census Tract 3586, Middlesex County, Massachusetts","Census Tract 3586, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001682",,,,,"25","017",,,,"358600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6050,5902,4196,45,0,1509,0,0,152,148,28,0,32,0,0,0,88,2101,73,27,57,20,14,55,26,10,13,111,127,203,142,275,318,630,136637,136637,136131,,,139423,,,,,136131,2101,43,2058,338,24,117,11,26,0,0,99,61,348,55,99,102,82,10,957
"25017358700","14000US25017358700","Census Tract 3587, Middlesex County, Massachusetts","Census Tract 3587, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001683",,,,,"25","017",,,,"358700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5058,5021,3728,19,8,1158,0,0,108,37,27,0,0,10,0,0,0,1901,71,9,10,42,33,0,46,55,41,75,58,215,126,161,254,705,150664,150664,137419,,,158229,,,,,146094,1901,10,1891,119,0,0,9,10,41,12,10,37,180,10,38,18,53,61,1247
"25017359100","14000US25017359100","Census Tract 3591, Middlesex County, Massachusetts","Census Tract 3591, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001684",,,,,"25","017",,,,"359100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6624,6084,5319,0,0,731,0,6,28,540,351,18,0,21,0,60,90,2516,76,105,36,46,84,60,97,35,17,186,135,332,183,201,343,580,102356,102356,101779,,,141467,,,,79583,101490,2516,62,2454,907,50,88,0,34,80,112,117,426,942,51,282,284,290,35,1882
"25017359300","14000US25017359300","Census Tract 3593, Middlesex County, Massachusetts","Census Tract 3593, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001685",,,,,"25","017",,,,"359300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7164,7079,5908,199,0,809,0,12,151,85,27,1,0,0,0,57,0,2496,37,22,0,41,58,32,65,35,171,122,182,262,189,186,455,639,129500,129500,128531,,,174375,,,,,128969,2496,34,2462,545,0,0,0,0,45,132,234,134,545,0,293,142,110,0,1704
"25017360100","14000US25017360100","Census Tract 3601, Middlesex County, Massachusetts","Census Tract 3601, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001686",,,,,"25","017",,,,"360100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1814,1518,1357,45,0,20,0,6,90,296,170,50,0,0,0,52,24,499,14,0,0,5,38,23,15,49,26,19,53,98,60,62,18,19,79063,79063,80469,97875,,,,,41563,43235,81484,499,6,493,487,0,0,6,0,13,0,108,360,499,12,154,154,159,20,2001
"25017360200","14000US25017360200","Census Tract 3602, Middlesex County, Massachusetts","Census Tract 3602, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001687",,,,,"25","017",,,,"360200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5367,5155,4364,190,0,474,0,54,73,212,148,0,0,0,0,51,13,2003,47,30,17,18,0,99,66,0,43,82,77,233,84,242,337,628,143897,143897,139960,156103,,220476,,30724,,31678,139435,2003,0,2003,289,0,17,30,17,0,36,93,96,302,0,88,74,127,13,1739
"25017361100","14000US25017361100","Census Tract 3611, Middlesex County, Massachusetts","Census Tract 3611, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001688",,,,,"25","017",,,,"361100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5910,5792,5405,9,0,252,0,0,126,118,118,0,0,0,0,0,0,2303,108,43,90,81,53,11,40,13,0,72,75,238,287,180,267,745,130060,130060,128981,,,250001,,,,,126771,2303,24,2279,405,26,0,0,77,79,29,65,129,405,63,166,72,104,0,1427
"25017361200","14000US25017361200","Census Tract 3612, Middlesex County, Massachusetts","Census Tract 3612, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001689",,,,,"25","017",,,,"361200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6992,6334,5197,446,3,482,0,54,152,658,334,40,0,0,0,273,11,2172,131,73,33,28,23,32,10,18,55,166,84,181,332,148,286,572,118015,118015,116289,,,200625,,,,91500,116602,2172,0,2172,676,12,11,14,24,71,128,162,254,720,51,339,95,191,44,1741
"25017361300","14000US25017361300","Census Tract 3613, Middlesex County, Massachusetts","Census Tract 3613, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001690",,,,,"25","017",,,,"361300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5932,5811,5238,88,0,274,0,0,211,121,57,0,0,0,0,63,1,2259,31,93,18,75,52,43,50,57,20,78,84,145,194,160,348,811,158203,158203,158047,,,,,,,,158047,2259,0,2259,334,0,0,58,0,73,68,30,105,398,19,165,96,54,64,1382
"25017362100","14000US25017362100","Census Tract 3621, Middlesex County, Massachusetts","Census Tract 3621, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001691",,,,,"25","017",,,,"362100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4967,4898,4333,14,9,382,0,8,152,69,23,36,0,0,0,0,10,1724,76,44,28,0,45,23,22,30,18,18,119,77,166,146,258,654,157500,157500,150750,,,209891,,,,169375,151000,1724,22,1702,88,0,0,0,9,23,8,0,48,98,0,37,32,19,10,2001
"25017363102","14000US25017363102","Census Tract 3631.02, Middlesex County, Massachusetts","Census Tract 3631.02, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001692",,,,,"25","017",,,,"363102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5908,5882,4018,119,23,1571,0,0,151,26,21,0,0,0,0,5,0,2613,178,117,24,109,28,44,29,91,74,136,161,347,279,214,260,522,96450,96450,78413,,,137054,,,,,78413,2613,51,2562,1244,31,17,0,248,321,220,287,120,1258,61,638,177,286,96,1256
"25017363103","14000US25017363103","Census Tract 3631.03, Middlesex County, Massachusetts","Census Tract 3631.03, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001693",,,,,"25","017",,,,"363103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3491,3474,2599,0,10,834,0,15,16,17,17,0,0,0,0,0,0,1219,16,45,0,7,13,64,26,43,30,78,58,97,109,170,112,351,126546,126546,130250,,,125583,,,,,130700,1219,0,1219,159,0,22,0,9,52,54,13,9,159,22,78,0,59,0,1233
"25017363104","14000US25017363104","Census Tract 3631.04, Middlesex County, Massachusetts","Census Tract 3631.04, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001694",,,,,"25","017",,,,"363104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6228,5942,4620,4,0,1155,0,0,163,286,225,0,0,16,0,0,45,2208,52,0,72,11,58,122,23,13,49,63,155,221,172,227,384,586,131774,131774,115926,,,154861,,,,33139,130625,2208,114,2094,349,20,39,31,80,65,0,69,45,349,15,123,184,27,0,1017
"25017363201","14000US25017363201","Census Tract 3632.01, Middlesex County, Massachusetts","Census Tract 3632.01, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001695",,,,,"25","017",,,,"363201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3325,3256,2655,0,0,601,0,0,0,69,67,0,0,0,0,1,1,1178,46,30,37,32,10,0,16,34,10,34,77,120,44,129,226,333,146389,146389,147788,,,140909,,,,,148269,1178,36,1142,148,44,40,0,0,8,8,20,28,148,11,91,30,16,0,428
